;defender_points;defender_values;defenders;forward_points;forward_values;forwards;goalkeeper_points;goalkeeper_values;goalkeepers;midfielder_points;midfielder_values;midfielders;total_points;total_value
487;[115.0, 131.0, 119.0, 67.0];[3230000, 1940000, 900000, 460000];['Lenglet', 'Pedraza', 'Sergi Gómez', 'Nacho'];[262.0, 169.0, 185.0];[11740000, 3520000, 2500000];['Luis Suárez', 'Ekambi', 'Charles'];[167.0];[4720000];['Ter Stegen'];[255.0, 221.0, 136.0, 155.0, 148.0, 104.0];[11420000, 9560000, 3040000, 2790000, 2320000, 300000];['Parejo', 'Morales', 'Casemiro', 'Maksimovic', 'Óscar Rodríguez', 'Wakaso'];2234.0;58440000
488;[145.0, 88.0, 111.0, 126.0];[3070000, 770000, 690000, 370000];['Djené', 'Feddal', 'Mario Gaspar', 'Antunes'];[428.0, 244.0, 161.0];[22790000, 6560000, 3100000];['Messi', 'Jorge Molina', 'En-Nesyri'];[178.0];[3580000];['David Soria'];[149.0, 155.0, 175.0, 133.0, 69.0, 64.0];[3440000, 2790000, 2590000, 1660000, 550000, 350000];['Busquets', 'Maksimovic', 'Joaquín', 'Escalante', 'Vitolo', 'Sergio Álvarez Díaz'];2226.0;52310000
489;[200.0, 133.0, 99.0, 106.0];[6880000, 1480000, 630000, 390000];['Jordi Alba', 'Maripán', 'Sidnei', 'Dídac Vilà'];[428.0, 244.0, 82.0];[22790000, 11150000, 1560000];['Messi', 'Griezmann', 'Sergi Guardiola'];[157.0];[2560000];['Asenjo'];[149.0, 174.0, 123.0, 125.0, 113.0, 149.0];[3440000, 3360000, 1940000, 1570000, 1270000, 380000];['Busquets', 'Vidal', 'Coquelin', 'Tomás Pina', 'Guardado', 'Moi Gómez'];2282.0;59400000
490;[227.0, 109.0, 126.0, 55.0];[8360000, 1280000, 370000, 150000];['Piqué', 'Coke', 'Antunes', 'Roncaglia'];[244.0, 179.0, 155.0];[11150000, 3990000, 1890000];['Griezmann', 'Dembélé', 'Roger'];[157.0];[2560000];['Asenjo'];[221.0, 215.0, 164.0, 156.0, 72.0, 118.0];[9560000, 6860000, 3080000, 2790000, 680000, 660000];['Morales', 'Cazorla', 'Coutinho', 'Tello', 'Aleña', 'Diop'];2198.0;53380000
491;[154.0, 150.0, 99.0, 79.0];[3130000, 1890000, 630000, 500000];['Hugo Mallo', 'Jonathan Silva', 'Sidnei', 'Martín Aguirregabiria'];[428.0, 246.0, 157.0];[22790000, 8320000, 3440000];['Messi', 'Ben Yedder', 'Gerard Moreno'];[173.0];[3610000];['Pacheco'];[214.0, 140.0, 117.0, 104.0, 90.0, 149.0];[6630000, 3250000, 2810000, 760000, 450000, 380000];['Canales', 'Cucurella', 'Banega', 'Rubén Pardo', 'Ferrán Torres', 'Moi Gómez'];2300.0;58590000
492;[193.0, 133.0, 179.0, 120.0];[6390000, 3220000, 3200000, 1820000];['Jesús Navas', 'Iñigo Martínez', 'Cote', 'Yeray'];[244.0, 209.0, 185.0];[6560000, 6440000, 2500000];['Jorge Molina', 'Jaime Mata', 'Charles'];[196.0];[6480000];['Oblak'];[138.0, 173.0, 118.0, 133.0, 127.0, 73.0];[3590000, 3570000, 3000000, 1660000, 1460000, 590000];['Kroos', 'Marc Roca', 'Lemar', 'Escalante', 'Rubén Pérez', 'Boudebouz'];2221.0;50480000
493;[118.0, 114.0, 136.0, 117.0];[3150000, 2980000, 1670000, 1550000];['Junior Firpo', 'Garay', 'Kiko Olivas', 'Aritz Elustondo'];[428.0, 179.0, 134.0];[22790000, 3990000, 1490000];['Messi', 'Dembélé', 'Enes Ünal'];[150.0];[2810000];['Masip'];[195.0, 194.0, 149.0, 150.0, 138.0, 149.0];[5530000, 4200000, 3440000, 3230000, 2130000, 380000];['Rakitic', 'Campaña', 'Busquets', 'Melendo', 'Arambarri', 'Moi Gómez'];2351.0;59340000
494;[170.0, 135.0, 111.0, 92.0];[3330000, 2900000, 690000, 180000];['Laguardia', 'Wass', 'Mario Gaspar', 'Antoñito'];[428.0, 169.0, 157.0];[22790000, 3520000, 3440000];['Messi', 'Ekambi', 'Gerard Moreno'];[150.0];[2810000];['Masip'];[195.0, 194.0, 171.0, 164.0, 98.0, 72.0];[5530000, 4200000, 3780000, 3080000, 1130000, 680000];['Rakitic', 'Campaña', 'Darder', 'Coutinho', 'Ceballos', 'Aleña'];2306.0;58060000
495;[227.0, 193.0, 79.0, 179.0];[8360000, 6390000, 3250000, 3200000];['Piqué', 'Jesús Navas', 'Marcelo', 'Cote'];[117.0, 134.0, 87.0];[3120000, 1490000, 220000];['Asensio', 'Enes Ünal', 'Sobrino'];[117.0];[1990000];['Rulli'];[214.0, 201.0, 194.0, 154.0, 155.0, 104.0];[6630000, 4620000, 4200000, 3170000, 2790000, 990000];['Canales', 'Jordan', 'Campaña', 'Brais Méndez', 'Maksimovic', 'Lucas Vázquez'];2155.0;50420000
496;[133.0, 131.0, 87.0, 66.0];[3220000, 1940000, 170000, 150000];['Iñigo Martínez', 'Pedraza', 'Oliveira', 'Francis'];[263.0, 239.0, 209.0];[10710000, 9660000, 6440000];['Benzema', 'Borja Iglesias', 'Jaime Mata'];[178.0];[3580000];['David Soria'];[215.0, 138.0, 173.0, 107.0, 125.0, 138.0];[6860000, 3590000, 3570000, 2990000, 2240000, 2130000];['Cazorla', 'Kroos', 'Marc Roca', 'Arthur', 'William Carvalho', 'Arambarri'];2202.0;57250000
497;[153.0, 125.0, 113.0, 105.0];[2690000, 1190000, 920000, 510000];['Cabrera', 'Carriço', 'Jason', 'Kjaer'];[428.0, 209.0, 104.0];[22790000, 6440000, 3010000];['Messi', 'Jaime Mata', 'Munir'];[173.0];[3610000];['Pacheco'];[166.0, 162.0, 153.0, 148.0, 80.0, 118.0];[4720000, 4120000, 3800000, 2320000, 1270000, 660000];['Koke', 'Muniain', 'Orellana', 'Óscar Rodríguez', 'Trigueros', 'Diop'];2237.0;58050000
498;[134.0, 94.0, 141.0, 86.0];[2870000, 1800000, 1450000, 1160000];['Gabriel Paulista', 'Diego Llorente', 'Araujo', 'Naldo'];[428.0, 172.0, 161.0];[22790000, 3210000, 3100000];['Messi', 'Ángel Rodríguez', 'En-Nesyri'];[157.0];[2560000];['Asenjo'];[221.0, 138.0, 117.0, 109.0, 118.0, 96.0];[9560000, 3590000, 2810000, 750000, 660000, 620000];['Morales', 'Kroos', 'Banega', 'Cheryshev', 'Diop', 'Beñat'];2172.0;56930000
499;[130.0, 111.0, 105.0, 77.0];[2800000, 690000, 510000, 220000];['Bartra', 'Mario Gaspar', 'Kjaer', 'Bruno González'];[428.0, 210.0, 185.0];[22790000, 8310000, 2500000];['Messi', 'Oyarzabal', 'Charles'];[178.0];[3580000];['David Soria'];[255.0, 138.0, 131.0, 109.0, 82.0, 83.0];[11420000, 2130000, 1850000, 1130000, 240000, 210000];['Parejo', 'Arambarri', 'Ibai Gómez', 'Toni Villa', 'Medrán', 'Vesga'];2222.0;58380000
500;[193.0, 120.0, 119.0, 99.0];[6390000, 1820000, 900000, 770000];['Jesús Navas', 'Yeray', 'Sergi Gómez', 'Héctor Moreno'];[262.0, 165.0, 185.0];[11740000, 5000000, 2500000];['Luis Suárez', 'Willian José', 'Charles'];[196.0];[6480000];['Oblak'];[163.0, 178.0, 154.0, 123.0, 93.0, 149.0];[5930000, 4790000, 3420000, 1940000, 410000, 380000];['Modric', 'Raúl García', 'Saúl', 'Coquelin', 'Fran Beltrán', 'Moi Gómez'];2199.0;52470000
501;[134.0, 158.0, 148.0, 90.0];[2870000, 2340000, 2240000, 1340000];['Gabriel Paulista', 'Mandi', 'Yuri', 'Vezo'];[428.0, 244.0, 126.0];[22790000, 11150000, 1260000];['Messi', 'Griezmann', 'Loren'];[160.0];[2980000];['Diego López'];[195.0, 150.0, 131.0, 75.0, 108.0, 149.0];[5530000, 3090000, 1850000, 1130000, 950000, 380000];['Rakitic', 'Bardhi', 'Ibai Gómez', 'Melero', 'Dani García', 'Moi Gómez'];2296.0;59900000
502;[122.0, 152.0, 148.0, 86.0];[3240000, 2550000, 2240000, 1160000];['Varane', 'Damián Suárez', 'Yuri', 'Naldo'];[244.0, 246.0, 172.0];[11150000, 8320000, 3110000];['Griezmann', 'Ben Yedder', 'Sergi Enrich'];[178.0];[3580000];['David Soria'];[215.0, 195.0, 171.0, 154.0, 119.0, 83.0];[6860000, 5530000, 3780000, 3170000, 610000, 210000];['Cazorla', 'Rakitic', 'Darder', 'Brais Méndez', 'Manu García', 'Vesga'];2285.0;55510000
503;[158.0, 152.0, 158.0, 60.0];[2980000, 2550000, 2340000, 180000];['Siovas', 'Damián Suárez', 'Mandi', 'Cabaco'];[428.0, 244.0, 87.0];[22790000, 6560000, 220000];['Messi', 'Jorge Molina', 'Sobrino'];[167.0];[4720000];['Ter Stegen'];[153.0, 150.0, 156.0, 152.0, 118.0, 133.0];[3800000, 3090000, 2790000, 2650000, 2090000, 1660000];['Orellana', 'Bardhi', 'Tello', 'Thomas', 'Pere Pons', 'Escalante'];2316.0;58420000
504;[111.0, 134.0, 120.0, 104.0];[3330000, 2870000, 1820000, 290000];['Giménez', 'Gabriel Paulista', 'Yeray', 'Arbilla'];[428.0, 188.0, 117.0];[22790000, 7850000, 3120000];['Messi', 'Rodrigo', 'Asensio'];[160.0];[2980000];['Diego López'];[140.0, 137.0, 152.0, 175.0, 105.0, 96.0];[2880000, 2670000, 2650000, 2590000, 2380000, 620000];['Rochina', 'Franco Vázquez', 'Thomas', 'Joaquín', 'Januzaj', 'Beñat'];2167.0;58840000
505;[227.0, 179.0, 148.0, 141.0];[8360000, 3200000, 2240000, 1450000];['Piqué', 'Cote', 'Yuri', 'Araujo'];[262.0, 244.0, 172.0];[11740000, 6560000, 3110000];['Luis Suárez', 'Jorge Molina', 'Sergi Enrich'];[150.0];[2810000];['Masip'];[144.0, 108.0, 155.0, 131.0, 108.0, 109.0];[7950000, 3340000, 2790000, 1850000, 1300000, 750000];['Guedes', 'Illarramendi', 'Maksimovic', 'Ibai Gómez', 'Lobotka', 'Cheryshev'];2278.0;57450000
506;[123.0, 166.0, 150.0, 114.0];[3210000, 3040000, 1890000, 750000];['Sergi Roberto', 'Calero', 'Jonathan Silva', 'Rubén Duarte'];[244.0, 210.0, 244.0];[11150000, 8310000, 6560000];['Griezmann', 'Oyarzabal', 'Jorge Molina'];[173.0];[3610000];['Pacheco'];[138.0, 174.0, 150.0, 164.0, 131.0, 109.0];[5080000, 3360000, 3090000, 3080000, 1850000, 1130000];['Chukwueze', 'Vidal', 'Bardhi', 'Coutinho', 'Ibai Gómez', 'Toni Villa'];2290.0;56110000
507;[100.0, 108.0, 106.0, 126.0];[950000, 790000, 390000, 370000];['Santiago Arias', 'Bustinza', 'Dídac Vilà', 'Antunes'];[428.0, 172.0, 185.0];[22790000, 3210000, 2500000];['Messi', 'Ángel Rodríguez', 'Charles'];[173.0];[3610000];['Pacheco'];[221.0, 138.0, 178.0, 175.0, 109.0, 68.0];[9560000, 5080000, 4790000, 2590000, 1130000, 160000];['Morales', 'Chukwueze', 'Raúl García', 'Joaquín', 'Toni Villa', 'Víctor Sánchez'];2287.0;57920000
508;[158.0, 141.0, 73.0, 51.0];[2340000, 1450000, 200000, 150000];['Mandi', 'Araujo', 'Víctor Ruiz', 'Luna'];[246.0, 210.0, 244.0];[8320000, 8310000, 6560000];['Ben Yedder', 'Oyarzabal', 'Jorge Molina'];[167.0];[4720000];['Ter Stegen'];[221.0, 184.0, 178.0, 140.0, 129.0, 100.0];[9560000, 6330000, 4790000, 3250000, 1110000, 690000];['Morales', 'Lo Celso', 'Raúl García', 'Cucurella', 'Yokuslu', 'Roque Mesa'];2242.0;57780000
509;[115.0, 158.0, 166.0, 150.0];[3230000, 2340000, 2240000, 1890000];['Lenglet', 'Mandi', 'Nacho Martínez', 'Jonathan Silva'];[428.0, 172.0, 140.0];[22790000, 3110000, 1190000];['Messi', 'Sergi Enrich', 'Óscar Plano'];[150.0];[2810000];['Masip'];[163.0, 127.0, 137.0, 133.0, 118.0, 149.0];[5930000, 3430000, 2670000, 1590000, 660000, 380000];['Modric', 'Carlos Soler', 'Franco Vázquez', 'Granero', 'Diop', 'Moi Gómez'];2306.0;54260000
510;[200.0, 150.0, 95.0, 76.0];[6880000, 1890000, 850000, 330000];['Jordi Alba', 'Jonathan Silva', 'De Marcos', 'Jaume Costa'];[239.0, 209.0, 244.0];[9660000, 7540000, 6560000];['Borja Iglesias', 'Williams', 'Jorge Molina'];[178.0];[3580000];['David Soria'];[163.0, 201.0, 171.0, 150.0, 125.0, 151.0];[5930000, 4620000, 3780000, 3090000, 2240000, 1790000];['Modric', 'Jordan', 'Darder', 'Bardhi', 'William Carvalho', 'Michel Herrero'];2352.0;58740000
511;[169.0, 114.0, 148.0, 133.0];[4540000, 2980000, 2240000, 1840000];['Gayà', 'Garay', 'Yuri', 'Funes Mori'];[244.0, 166.0, 136.0];[11150000, 5200000, 3840000];['Griezmann', 'Portu', 'Santi Mina'];[128.0];[3030000];['Vaclík'];[215.0, 184.0, 195.0, 138.0, 109.0, 119.0];[6860000, 6330000, 5530000, 2130000, 750000, 610000];['Cazorla', 'Lo Celso', 'Rakitic', 'Arambarri', 'Cheryshev', 'Manu García'];2198.0;57030000
512;[193.0, 117.0, 90.0, 126.0];[6390000, 1550000, 1340000, 370000];['Jesús Navas', 'Aritz Elustondo', 'Vezo', 'Antunes'];[244.0, 239.0, 209.0];[11150000, 9660000, 7540000];['Griezmann', 'Borja Iglesias', 'Williams'];[117.0];[1990000];['Rulli'];[215.0, 150.0, 176.0, 138.0, 127.0, 108.0];[6860000, 3230000, 3210000, 2130000, 1460000, 950000];['Cazorla', 'Melendo', 'Alcaraz', 'Arambarri', 'Rubén Pérez', 'Dani García'];2249.0;57830000
513;[151.0, 150.0, 120.0, 122.0];[4960000, 1890000, 1820000, 1100000];['Sergio Ramos', 'Jonathan Silva', 'Yeray', 'Ximo Navarro'];[428.0, 244.0, 165.0];[22790000, 6560000, 5000000];['Messi', 'Jorge Molina', 'Willian José'];[117.0];[1990000];['Rulli'];[171.0, 150.0, 176.0, 155.0, 82.0, 47.0];[3780000, 3230000, 3210000, 2790000, 170000, 150000];['Darder', 'Melendo', 'Alcaraz', 'Maksimovic', 'San José', 'Burgui'];2278.0;59440000
514;[166.0, 158.0, 114.0, 106.0];[3040000, 2980000, 750000, 390000];['Calero', 'Siovas', 'Rubén Duarte', 'Dídac Vilà'];[428.0, 209.0, 76.0];[22790000, 6440000, 3180000];['Messi', 'Jaime Mata', 'Wu Lei'];[128.0];[3030000];['Vaclík'];[255.0, 171.0, 118.0, 119.0, 81.0, 66.0];[11420000, 3780000, 660000, 610000, 290000, 150000];['Parejo', 'Darder', 'Diop', 'Manu García', 'Pione Sisto', 'Piatti'];2195.0;59510000
515;[170.0, 133.0, 154.0, 94.0];[3330000, 3220000, 3130000, 1800000];['Laguardia', 'Iñigo Martínez', 'Hugo Mallo', 'Diego Llorente'];[428.0, 157.0, 172.0];[22790000, 3440000, 3110000];['Messi', 'Gerard Moreno', 'Sergi Enrich'];[160.0];[2980000];['Diego López'];[178.0, 154.0, 136.0, 156.0, 104.0, 50.0];[4790000, 3420000, 3040000, 2790000, 990000, 150000];['Raúl García', 'Saúl', 'Casemiro', 'Tello', 'Lucas Vázquez', 'Amadou'];2246.0;58980000
516;[79.0, 158.0, 153.0, 88.0];[3250000, 2980000, 2690000, 770000];['Marcelo', 'Siovas', 'Cabrera', 'Feddal'];[246.0, 239.0, 244.0];[14610000, 9660000, 6560000];['Iago Aspas', 'Borja Iglesias', 'Jorge Molina'];[150.0];[2810000];['Masip'];[162.0, 171.0, 150.0, 148.0, 118.0, 109.0];[4120000, 3780000, 3230000, 2320000, 2090000, 750000];['Muniain', 'Darder', 'Melendo', 'Óscar Rodríguez', 'Pere Pons', 'Cheryshev'];2215.0;59620000
517;[179.0, 154.0, 119.0, 105.0];[3200000, 3130000, 900000, 510000];['Cote', 'Hugo Mallo', 'Sergi Gómez', 'Kjaer'];[428.0, 209.0, 185.0];[22790000, 6440000, 2500000];['Messi', 'Jaime Mata', 'Charles'];[178.0];[3580000];['David Soria'];[127.0, 174.0, 108.0, 150.0, 118.0, 52.0];[3430000, 3360000, 3340000, 3090000, 660000, 150000];['Carlos Soler', 'Vidal', 'Illarramendi', 'Bardhi', 'Diop', 'Córdoba'];2286.0;57080000
518;[200.0, 111.0, 100.0, 89.0];[6880000, 3330000, 950000, 730000];['Jordi Alba', 'Giménez', 'Santiago Arias', 'Piccini'];[209.0, 209.0, 87.0];[7540000, 6440000, 220000];['Williams', 'Jaime Mata', 'Sobrino'];[196.0];[6480000];['Oblak'];[195.0, 201.0, 171.0, 173.0, 174.0, 96.0];[5530000, 4620000, 3780000, 3570000, 3360000, 620000];['Rakitic', 'Jordan', 'Darder', 'Marc Roca', 'Vidal', 'Beñat'];2211.0;54050000
519;[200.0, 174.0, 131.0, 122.0];[6880000, 2440000, 1940000, 1100000];['Jordi Alba', 'Rubén Peña', 'Pedraza', 'Ximo Navarro'];[246.0, 244.0, 179.0];[14610000, 6560000, 3990000];['Iago Aspas', 'Jorge Molina', 'Dembélé'];[128.0];[3030000];['Vaclík'];[178.0, 201.0, 140.0, 164.0, 104.0, 108.0];[4790000, 4620000, 3250000, 3080000, 990000, 950000];['Raúl García', 'Jordan', 'Cucurella', 'Coutinho', 'Lucas Vázquez', 'Dani García'];2319.0;58230000
520;[154.0, 131.0, 88.0, 89.0];[3130000, 1940000, 770000, 730000];['Hugo Mallo', 'Pedraza', 'Feddal', 'Piccini'];[244.0, 239.0, 179.0];[11150000, 9660000, 3990000];['Griezmann', 'Borja Iglesias', 'Dembélé'];[196.0];[6480000];['Oblak'];[184.0, 201.0, 194.0, 162.0, 100.0, 72.0];[6330000, 4620000, 4200000, 4120000, 690000, 680000];['Lo Celso', 'Jordan', 'Campaña', 'Muniain', 'Roque Mesa', 'Aleña'];2233.0;58490000
521;[134.0, 174.0, 143.0, 126.0];[2870000, 2440000, 1990000, 370000];['Gabriel Paulista', 'Rubén Peña', 'Miramón', 'Antunes'];[188.0, 209.0, 244.0];[7850000, 7540000, 6560000];['Rodrigo', 'Williams', 'Jorge Molina'];[106.0];[2220000];['Dmitrovic'];[255.0, 214.0, 173.0, 164.0, 72.0, 50.0];[11420000, 6630000, 3570000, 3080000, 680000, 150000];['Parejo', 'Canales', 'Marc Roca', 'Coutinho', 'Aleña', 'Amadou'];2252.0;57370000
522;[227.0, 169.0, 127.0, 76.0];[8360000, 4540000, 4020000, 330000];['Piqué', 'Gayà', 'Carvajal', 'Jaume Costa'];[263.0, 246.0, 185.0];[10710000, 8320000, 2500000];['Benzema', 'Ben Yedder', 'Charles'];[173.0];[3610000];['Pacheco'];[214.0, 178.0, 171.0, 113.0, 100.0, 47.0];[6630000, 4790000, 3780000, 1270000, 690000, 150000];['Canales', 'Raúl García', 'Darder', 'Guardado', 'Roque Mesa', 'Jozabed'];2289.0;59700000
523;[200.0, 193.0, 123.0, 119.0];[6880000, 6390000, 3210000, 900000];['Jordi Alba', 'Jesús Navas', 'Sergi Roberto', 'Sergi Gómez'];[188.0, 155.0, 140.0];[7850000, 1890000, 1190000];['Rodrigo', 'Roger', 'Óscar Plano'];[173.0];[3610000];['Pacheco'];[255.0, 194.0, 153.0, 133.0, 104.0, 101.0];[11420000, 4200000, 3800000, 1590000, 760000, 580000];['Parejo', 'Campaña', 'Orellana', 'Granero', 'Rubén Pardo', 'Portillo'];2231.0;54270000
524;[170.0, 133.0, 123.0, 130.0];[3330000, 3220000, 3210000, 2800000];['Laguardia', 'Iñigo Martínez', 'Sergi Roberto', 'Bartra'];[262.0, 246.0, 165.0];[11740000, 8320000, 5000000];['Luis Suárez', 'Ben Yedder', 'Willian José'];[128.0];[3030000];['Vaclík'];[195.0, 171.0, 173.0, 176.0, 127.0, 90.0];[5530000, 3780000, 3570000, 3210000, 1460000, 450000];['Rakitic', 'Darder', 'Marc Roca', 'Alcaraz', 'Rubén Pérez', 'Ferrán Torres'];2289.0;58650000
525;[193.0, 170.0, 153.0, 125.0];[6390000, 3330000, 2690000, 1190000];['Jesús Navas', 'Laguardia', 'Cabrera', 'Carriço'];[262.0, 172.0, 74.0];[11740000, 3110000, 1650000];['Luis Suárez', 'Sergi Enrich', 'Sandro'];[160.0];[2980000];['Diego López'];[214.0, 174.0, 150.0, 155.0, 148.0, 113.0];[6630000, 3360000, 3230000, 2790000, 2320000, 1270000];['Canales', 'Vidal', 'Melendo', 'Maksimovic', 'Óscar Rodríguez', 'Guardado'];2263.0;52680000
526;[154.0, 174.0, 158.0, 126.0];[3130000, 2440000, 2340000, 370000];['Hugo Mallo', 'Rubén Peña', 'Mandi', 'Antunes'];[263.0, 246.0, 161.0];[10710000, 8320000, 3100000];['Benzema', 'Ben Yedder', 'En-Nesyri'];[114.0];[4110000];['Courtois'];[255.0, 173.0, 150.0, 156.0, 137.0, 98.0];[11420000, 3570000, 3230000, 2790000, 2670000, 1130000];['Parejo', 'Marc Roca', 'Melendo', 'Tello', 'Franco Vázquez', 'Ceballos'];2365.0;59330000
527;[150.0, 117.0, 114.0, 111.0];[1890000, 1550000, 750000, 690000];['Jonathan Silva', 'Aritz Elustondo', 'Rubén Duarte', 'Mario Gaspar'];[239.0, 188.0, 209.0];[9660000, 7850000, 6440000];['Borja Iglesias', 'Rodrigo', 'Jaime Mata'];[157.0];[2560000];['Asenjo'];[215.0, 195.0, 166.0, 151.0, 80.0, 109.0];[6860000, 5530000, 4720000, 1790000, 1270000, 1130000];['Cazorla', 'Rakitic', 'Koke', 'Michel Herrero', 'Trigueros', 'Toni Villa'];2201.0;52690000
528;[145.0, 135.0, 113.0, 105.0];[3070000, 2900000, 920000, 510000];['Djené', 'Wass', 'Jason', 'Kjaer'];[262.0, 209.0, 169.0];[11740000, 6440000, 3520000];['Luis Suárez', 'Jaime Mata', 'Ekambi'];[196.0];[6480000];['Oblak'];[221.0, 166.0, 173.0, 136.0, 175.0, 73.0];[9560000, 4720000, 3570000, 3040000, 2590000, 590000];['Morales', 'Koke', 'Marc Roca', 'Casemiro', 'Joaquín', 'Boudebouz'];2278.0;59650000
529;[169.0, 88.0, 114.0, 99.0];[4540000, 770000, 750000, 630000];['Gayà', 'Feddal', 'Rubén Duarte', 'Sidnei'];[263.0, 239.0, 244.0];[10710000, 9660000, 6560000];['Benzema', 'Borja Iglesias', 'Jorge Molina'];[196.0];[6480000];['Oblak'];[214.0, 154.0, 140.0, 137.0, 87.0, 82.0];[6630000, 3170000, 2880000, 2670000, 330000, 170000];['Canales', 'Brais Méndez', 'Rochina', 'Franco Vázquez', 'Zurutuza', 'San José'];2226.0;55950000
530;[178.0, 169.0, 79.0, 84.0];[5620000, 4540000, 500000, 270000];['Hermoso', 'Gayà', 'Martín Aguirregabiria', 'Toño García'];[239.0, 244.0, 161.0];[9660000, 6560000, 3100000];['Borja Iglesias', 'Jorge Molina', 'En-Nesyri'];[150.0];[2810000];['Masip'];[255.0, 221.0, 152.0, 133.0, 109.0, 118.0];[11420000, 9560000, 2650000, 1590000, 750000, 660000];['Parejo', 'Morales', 'Thomas', 'Granero', 'Cheryshev', 'Diop'];2292.0;59690000
531;[122.0, 135.0, 166.0, 106.0];[3240000, 2900000, 2240000, 390000];['Varane', 'Wass', 'Nacho Martínez', 'Dídac Vilà'];[428.0, 157.0, 185.0];[22790000, 3440000, 2500000];['Messi', 'Gerard Moreno', 'Charles'];[178.0];[3580000];['David Soria'];[214.0, 195.0, 152.0, 118.0, 109.0, 47.0];[6630000, 5530000, 2650000, 2090000, 750000, 150000];['Canales', 'Rakitic', 'Thomas', 'Pere Pons', 'Cheryshev', 'Burgui'];2312.0;58880000
532;[122.0, 133.0, 145.0, 68.0];[3240000, 3220000, 3070000, 150000];['Varane', 'Iñigo Martínez', 'Djené', 'Postigo'];[244.0, 263.0, 244.0];[11150000, 10710000, 6560000];['Griezmann', 'Benzema', 'Jorge Molina'];[150.0];[2810000];['Masip'];[194.0, 150.0, 164.0, 155.0, 123.0, 98.0];[4200000, 3230000, 3080000, 2790000, 1940000, 1130000];['Campaña', 'Melendo', 'Coutinho', 'Maksimovic', 'Coquelin', 'Ceballos'];2253.0;57280000
533;[133.0, 158.0, 153.0, 109.0];[3220000, 2980000, 2690000, 1280000];['Iñigo Martínez', 'Siovas', 'Cabrera', 'Coke'];[239.0, 244.0, 87.0];[9660000, 6560000, 220000];['Borja Iglesias', 'Jorge Molina', 'Sobrino'];[114.0];[4110000];['Courtois'];[255.0, 215.0, 127.0, 154.0, 96.0, 47.0];[11420000, 6860000, 3430000, 3170000, 620000, 150000];['Parejo', 'Cazorla', 'Carlos Soler', 'Brais Méndez', 'Beñat', 'Burgui'];2131.0;56370000
534;[141.0, 119.0, 106.0, 62.0];[1450000, 900000, 390000, 150000];['Araujo', 'Sergi Gómez', 'Dídac Vilà', 'Juncà'];[428.0, 262.0, 172.0];[22790000, 11740000, 3210000];['Messi', 'Luis Suárez', 'Ángel Rodríguez'];[178.0];[3580000];['David Soria'];[215.0, 171.0, 150.0, 113.0, 83.0, 56.0];[6860000, 3780000, 3090000, 1270000, 210000, 150000];['Cazorla', 'Darder', 'Bardhi', 'Guardado', 'Vesga', 'Anuar'];2256.0;59570000
535;[179.0, 94.0, 136.0, 114.0];[3200000, 1800000, 1670000, 750000];['Cote', 'Diego Llorente', 'Kiko Olivas', 'Rubén Duarte'];[428.0, 165.0, 185.0];[22790000, 5000000, 2500000];['Messi', 'Willian José', 'Charles'];[94.0];[1290000];['Herrerín'];[201.0, 153.0, 171.0, 108.0, 133.0, 104.0];[4620000, 3800000, 3780000, 3340000, 1590000, 990000];['Jordan', 'Orellana', 'Darder', 'Illarramendi', 'Granero', 'Lucas Vázquez'];2265.0;57120000
536;[151.0, 158.0, 131.0, 126.0];[4960000, 2340000, 1940000, 370000];['Sergio Ramos', 'Mandi', 'Pedraza', 'Antunes'];[263.0, 209.0, 195.0];[10710000, 6440000, 6390000];['Benzema', 'Jaime Mata', 'Maxi Gómez'];[178.0];[3580000];['David Soria'];[166.0, 153.0, 174.0, 148.0, 96.0, 87.0];[4720000, 3800000, 3360000, 2320000, 620000, 330000];['Koke', 'Orellana', 'Vidal', 'Óscar Rodríguez', 'Beñat', 'Zurutuza'];2235.0;51880000
537;[122.0, 158.0, 133.0, 82.0];[3240000, 2980000, 1480000, 720000];['Varane', 'Siovas', 'Maripán', 'Capa'];[428.0, 263.0, 136.0];[22790000, 10710000, 3840000];['Messi', 'Benzema', 'Santi Mina'];[148.0];[2200000];['Cuéllar'];[171.0, 154.0, 80.0, 118.0, 149.0, 82.0];[3780000, 3420000, 1270000, 660000, 380000, 240000];['Darder', 'Saúl', 'Trigueros', 'Diop', 'Moi Gómez', 'Medrán'];2224.0;57710000
538;[179.0, 158.0, 113.0, 126.0];[3200000, 2340000, 920000, 370000];['Cote', 'Mandi', 'Jason', 'Antunes'];[262.0, 209.0, 185.0];[11740000, 6440000, 2500000];['Luis Suárez', 'Jaime Mata', 'Charles'];[167.0];[4720000];['Ter Stegen'];[184.0, 163.0, 176.0, 117.0, 148.0, 109.0];[6330000, 5930000, 3210000, 2810000, 2320000, 750000];['Lo Celso', 'Modric', 'Alcaraz', 'Banega', 'Óscar Rodríguez', 'Cheryshev'];2296.0;53580000
